,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,SD_rate,retweet_countleft,favorite_countleft,jpg_url_x,p1_x,p2_x,p3_x,retweet_countright,favorite_countright,retweet_countleft,favorite_countleft,retweet_count_x,favorite_count_x,retweet_count_y,favorite_count_y,jpg_url_y,p1_y,p2_y,p3_y,jpg_url,p1,p2,p3,dogs,dog_T
15,888554962724278272,2017-07-22 00:23:06+00:00,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,None,None,None,None,1.3,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,Eskimo_dog,Malamute,3732,20290,3732,20290,3732,20290,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,Eskimo_dog,Malamute,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,Eskimo_dog,Malamute,,
16,888078434458587136,2017-07-20 16:49:33+00:00,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,None,None,None,None,1.2,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,Pug,Bull_mastiff,3653,22201,3653,22201,3653,22201,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,Pug,Bull_mastiff,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,Pug,Bull_mastiff,,
17,887705289381826560,2017-07-19 16:06:48+00:00,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,None,None,None,None,1.3,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,Redbone,Weimaraner,5609,30779,5609,30779,5609,30779,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,Redbone,Weimaraner,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,Redbone,Weimaraner,,
18,887517139158093824,2017-07-19 03:39:09+00:00,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,such,None,None,None,None,1.4,12082,46959,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Limousine,Tow_truck,Shopping_cart,12082,46959,12082,46959,12082,46959,12082,46959,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Limousine,Tow_truck,Shopping_cart,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Limousine,Tow_truck,Shopping_cart,,
20,886983233522544640,2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,None,None,None,None,1.3,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,Toy_terrier,Can_opener,8084,35859,8084,35859,8084,35859,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,Toy_terrier,Can_opener,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,Toy_terrier,Can_opener,,
21,886736880519319552,2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,None,None,None,None,1.3,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,Great_pyrenees,Dandie_dinmont,3443,12306,3443,12306,3443,12306,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,Great_pyrenees,Dandie_dinmont,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,Great_pyrenees,Dandie_dinmont,,
22,886680336477933568,2017-07-16 20:14:00+00:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,None,None,None,None,1.3,4610,22798,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Convertible,Sports_car,Car_wheel,4610,22798,4610,22798,4610,22798,4610,22798,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Convertible,Sports_car,Car_wheel,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Convertible,Sports_car,Car_wheel,,
23,886366144734445568,2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,None,None,pupper,None,1.2,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,Chihuahua,Boston_bull,3316,21524,3316,21524,3316,21524,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,Chihuahua,Boston_bull,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,Chihuahua,Boston_bull,pupper,
24,886258384151887873,2017-07-15 16:17:19+00:00,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,None,None,None,None,1.3,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,Shower_cap,Siamese_cat,6523,28469,6523,28469,6523,28469,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,Shower_cap,Siamese_cat,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,Shower_cap,Siamese_cat,,
25,885984800019947520,2017-07-14 22:10:11+00:00,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,None,None,None,None,1.2,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,Shih-tzu,Bernese_mountain_dog,7097,33382,7097,33382,7097,33382,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,Shih-tzu,Bernese_mountain_dog,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,Shih-tzu,Bernese_mountain_dog,,
26,885528943205470208,2017-07-13 15:58:47+00:00,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,None,None,None,None,1.3,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,Labrador_retriever,Kuvasz,6683,36689,6683,36689,6683,36689,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,Labrador_retriever,Kuvasz,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,Labrador_retriever,Kuvasz,,p1
27,884925521741709313,2017-07-12 00:01:00+00:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,None,None,None,None,1.2,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,American_staffordshire_terrier,Staffordshire_bullterrier,16439,68152,16439,68152,16439,68152,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,American_staffordshire_terrier,Staffordshire_bullterrier,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,American_staffordshire_terrier,Staffordshire_bullterrier,,
28,884876753390489601,2017-07-11 20:47:12+00:00,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,None,None,None,None,1.3,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow,Norwich_terrier,Norfolk_terrier,6096,28514,6096,28514,6096,28514,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow,Norwich_terrier,Norfolk_terrier,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow,Norwich_terrier,Norfolk_terrier,,
29,884562892145688576,2017-07-11 00:00:02+00:00,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,None,None,None,None,1.3,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,French_bulldog,Brabancon_griffon,5100,24765,5100,24765,5100,24765,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,French_bulldog,Brabancon_griffon,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,French_bulldog,Brabancon_griffon,,
30,884162670584377345,2017-07-09 21:29:42+00:00,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,doggo,None,None,None,1.2,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,Malinois,Norwegian_elkhound,3128,20771,3128,20771,3128,20771,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,Malinois,Norwegian_elkhound,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,Malinois,Norwegian_elkhound,doggo,
31,883838122936631299,2017-07-09 00:00:04+00:00,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,None,None,None,None,1.2,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,Miniature_pinscher,Kelpie,3586,22349,3586,22349,3586,22349,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,Miniature_pinscher,Kelpie,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,Miniature_pinscher,Kelpie,,
32,883482846933004288,2017-07-08 00:28:19+00:00,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,None,None,None,None,0.5,10407,46860,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden_retriever,Labrador_retriever,Kuvasz,10407,46860,10407,46860,10407,46860,10407,46860,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden_retriever,Labrador_retriever,Kuvasz,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden_retriever,Labrador_retriever,Kuvasz,,
33,883360690899218434,2017-07-07 16:22:55+00:00,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,None,floofer,None,None,1.3,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow,Tibetan_mastiff,Newfoundland,3825,22986,3825,22986,3825,22986,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow,Tibetan_mastiff,Newfoundland,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow,Tibetan_mastiff,Newfoundland,floofer,
34,882992080364220416,2017-07-06 15:58:11+00:00,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,None,None,None,None,1.3,4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,Siberian_husky,Dingo,4122,24445,4122,24445,4122,24445,4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,Siberian_husky,Dingo,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,Siberian_husky,Dingo,,
35,882762694511734784,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,None,None,pupper,None,1.2,5134,28903,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,Chesapeake_bay_retriever,Flat-coated_retriever,5134,28903,5134,28903,5134,28903,5134,28903,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,Chesapeake_bay_retriever,Flat-coated_retriever,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,Chesapeake_bay_retriever,Flat-coated_retriever,pupper,
36,882627270321602560,2017-07-05 15:48:34+00:00,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,None,None,None,None,1.3,6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,Chihuahua,Cardigan,6342,28382,6342,28382,6342,28382,6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,Chihuahua,Cardigan,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,Chihuahua,Cardigan,,
37,882268110199369728,2017-07-04 16:01:23+00:00,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,None,None,None,None,1.3,12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden_retriever,Labrador_retriever,Cocker_spaniel,12118,45880,12118,45880,12118,45880,12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden_retriever,Labrador_retriever,Cocker_spaniel,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden_retriever,Labrador_retriever,Cocker_spaniel,,
38,882045870035918850,2017-07-04 01:18:17+00:00,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,None,None,None,None,1.3,5203,29900,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Web_site,Dhole,Golden_retriever,5203,29900,5203,29900,5203,29900,5203,29900,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Web_site,Dhole,Golden_retriever,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Web_site,Dhole,Golden_retriever,,
39,881906580714921986,2017-07-03 16:04:48+00:00,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,None,None,None,None,1.2,3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,Chesapeake_bay_retriever,Koala,3533,24773,3533,24773,3533,24773,3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,Chesapeake_bay_retriever,Koala,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,Chesapeake_bay_retriever,Koala,,
40,881666595344535552,2017-07-03 00:11:11+00:00,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,None,None,None,None,1.3,11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,Afghan_hound,Golden_retriever,11099,51522,11099,51522,11099,51522,11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,Afghan_hound,Golden_retriever,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,Afghan_hound,Golden_retriever,pupper,
41,881268444196462592,2017-07-01 21:49:04+00:00,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,None,None,None,None,1.2,5358,23501,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Tusker,Indian_elephant,Ibex,5358,23501,5358,23501,5358,23501,5358,23501,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Tusker,Indian_elephant,Ibex,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Tusker,Indian_elephant,Ibex,,
42,880935762899988482,2017-06-30 23:47:07+00:00,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,None,None,None,None,1.3,2886,17346,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Street_sign,Umbrella,Traffic_light,2886,17346,2886,17346,2886,17346,2886,17346,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Street_sign,Umbrella,Traffic_light,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Street_sign,Umbrella,Traffic_light,,
43,880465832366813184,2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,None,None,None,None,1.2,6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden_retriever,Labrador_retriever,Cocker_spaniel,6546,29075,6546,29075,6546,29075,6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden_retriever,Labrador_retriever,Cocker_spaniel,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden_retriever,Labrador_retriever,Cocker_spaniel,,
